driverId,stop,lap,time,duration,year,round
sargeant,1,12,15:24:34,23.229,2024,5
max_verstappen,1,13,15:25:33,22.456,2024,5
perez,1,13,15:25:43,22.027,2024,5
ricciardo,1,14,15:27:53,22.598,2024,5
piastri,1,16,15:31:03,22.673,2024,5
sainz,1,17,15:32:49,22.629,2024,5
kevin_magnussen,1,17,15:33:13,22.974,2024,5
leclerc,1,21,15:39:34,22.360,2024,5
stroll,2,21,15:40:07,22.911,2024,5
hamilton,2,21,15:40:23,22.662,2024,5
norris,1,22,15:41:37,22.161,2024,5
max_verstappen,2,23,15:43:44,22.270,2024,5
perez,2,23,15:44:03,22.371,2024,5
alonso,2,23,15:44:21,22.687,2024,5
russell,2,23,15:44:25,22.707,2024,5
hulkenberg,2,23,15:44:41,23.336,2024,5
ocon,2,23,15:44:48,23.208,2024,5
tsunoda,2,23,15:44:54,22.387,2024,5
albon,2,23,15:44:57,23.600,2024,5
albon,1,10,16:19:16,22.828,2024,6
stroll,1,11,16:20:48,23.038,2024,6
sargeant,1,11,16:20:52,22.611,2024,6
bottas,1,11,16:20:55,23.730,2024,6
hulkenberg,1,12,16:22:21,23.055,2024,6
gasly,1,12,16:22:22,22.466,2024,6
perez,1,17,16:29:57,21.695,2024,6
leclerc,1,19,16:32:56,21.825,2024,6
ocon,1,22,16:38:08,22.663,2024,6
alonso,1,22,16:38:11,22.374,2024,6
kevin_magnussen,1,22,16:38:18,23.265,2024,6
max_verstappen,1,23,16:39:17,22.187,2024,6
russell,1,24,16:41:18,22.800,2024,6
hamilton,1,26,16:44:23,22.107,2024,6
piastri,1,27,16:45:31,22.216,2024,6
sainz,1,27,16:45:33,22.805,2024,6
perez,2,28,16:47:40,22.396,2024,6
tsunoda,1,28,16:47:44,22.153,2024,6
zhou,1,28,16:48:01,23.017,2024,6
ricciardo,1,28,16:48:05,22.540,2024,6
hulkenberg,2,28,16:48:13,22.487,2024,6
stroll,2,28,16:48:15,22.631,2024,6
kevin_magnussen,2,28,16:48:47,29.727,2024,6
norris,1,29,16:49:15,22.041,2024,6
bottas,2,29,16:50:34,22.765,2024,6
kevin_magnussen,3,31,16:54:36,30.732,2024,6
piastri,2,40,17:08:34,30.409,2024,6
albon,2,53,17:29:03,22.567,2024,6
alonso,1,7,15:13:08,31.368,2024,7
albon,1,8,15:14:25,30.050,2024,7
gasly,1,8,15:14:26,30.081,2024,7
bottas,1,8,15:14:28,30.240,2024,7
albon,2,9,15:17:08,33.179,2024,7
ricciardo,1,11,15:18:29,30.068,2024,7
tsunoda,1,12,15:19:49,29.628,2024,7
hulkenberg,1,13,15:21:11,29.749,2024,7
russell,1,21,15:31:57,29.664,2024,7
norris,1,22,15:33:08,29.956,2024,7
piastri,1,23,15:34:37,29.770,2024,7
max_verstappen,1,24,15:35:46,30.416,2024,7
albon,3,23,15:36:52,38.413,2024,7
leclerc,1,25,15:37:15,30.149,2024,7
ocon,1,25,15:37:56,30.659,2024,7
sainz,1,27,15:40:03,30.508,2024,7
hamilton,1,27,15:40:14,29.547,2024,7
albon,4,28,15:44:25,31.131,2024,7
gasly,2,30,15:45:06,30.654,2024,7
sargeant,1,31,15:46:28,31.085,2024,7
zhou,1,33,15:49:09,30.244,2024,7
perez,1,37,15:54:16,29.669,2024,7
stroll,1,37,15:54:22,29.971,2024,7
kevin_magnussen,1,37,15:54:36,31.302,2024,7
alonso,2,40,15:59:03,30.483,2024,7
russell,2,52,16:14:22,29.605,2024,7
alonso,3,59,16:25:23,29.931,2024,7
kevin_magnussen,1,7,14:14:25,30.472,2024,9
hulkenberg,1,12,14:22:33,24.233,2024,9
zhou,1,24,14:40:42,25.598,2024,9
max_verstappen,1,25,14:40:52,24.306,2024,9
russell,1,25,14:40:52,24.044,2024,9
piastri,1,25,14:40:53,23.977,2024,9
alonso,1,25,14:41:12,25.788,2024,9
hamilton,1,25,14:41:13,23.762,2024,9
stroll,1,25,14:41:47,24.284,2024,9
albon,1,25,14:41:54,24.753,2024,9
leclerc,1,25,14:41:58,24.031,2024,9
sainz,1,25,14:42:01,27.626,2024,9
kevin_magnussen,2,25,14:42:03,26.794,2024,9
gasly,1,25,14:42:06,24.911,2024,9
perez,1,25,14:42:09,33.762,2024,9
hulkenberg,2,25,14:42:21,24.668,2024,9
norris,1,26,14:42:44,23.423,2024,9
ricciardo,1,26,14:43:37,30.298,2024,9
leclerc,2,28,14:47:31,47.186,2024,9
leclerc,3,31,14:53:31,24.629,2024,9
gasly,2,40,15:05:55,24.408,2024,9
kevin_magnussen,3,41,15:07:24,24.833,2024,9
bottas,1,42,15:08:45,24.929,2024,9
hamilton,2,43,15:09:46,24.226,2024,9
ricciardo,2,43,15:10:10,23.860,2024,9
sainz,2,43,15:10:12,24.125,2024,9
perez,2,43,15:10:12,24.423,2024,9
piastri,2,44,15:11:10,23.476,2024,9
alonso,2,44,15:11:23,24.346,2024,9
tsunoda,1,44,15:11:26,25.569,2024,9
